order_id,date,product,category,price,quantity,city,customer
ORD0152,2024-02-07,Kemeja Flanel,Fashion,129000.0,3.0,Surabaya,Cust4288
ORD0595,2024-04-30,Headset Bluetooth,Elektronik,263000.0,6.0,Semarang,Cust9575
ORD0318,2024-06-17,Rak Buku Mini,Rumah Tangga,121000.0,3.0,Bandung,Cust6273
ORD0449,2024-06-25,Kabel Data USB-C,Elektronik,25000.0,5.0,Makassar,Cust5109
ORD0523,2024-12-18,Tas Ransel,Fashion,244000.0,2.0,Bandung,Cust6054
ORD0280,2024-04-12,Sepatu Sneakers,Fashion,150000.0,4.0,Yogyakarta,Cust3527
ORD0350,2024-03-14,Tas Ransel,Fashion,138000.0,3.0,Makassar,Cust5537
ORD0375,2024-03-16,Keripik Singkong,Makanan,23000.0,1.0,Kediri,Cust1941
ORD0401,2024-07-24,Madu Hutan 250ml,Makanan,88000.0,2.0,,Cust7822
ORD0258,2024-01-23,Sepatu Sneakers,Fashion,185000.0,5.0,Kediri,Cust5048
ORD0073,2024-03-20,Smartwatch,Elektronik,303000.0,3.0,Makassar,Cust9541
ORD0196,2024-02-11,Sepatu Sneakers,Fashion,213000.0,4.0,Makassar,Cust6406
ORD0484,2024-08-06,Kopi Bubuk 200g,Makanan,38000.0,4.0,Surabaya,Cust7706
ORD0138,2024-02-07,Kaos Polos,Fashion,47000.0,7.0,Surabaya,Cust6596
ORD0495,2024-10-12,Headset Bluetooth,Elektronik,196000.0,4.0,Surabaya,Cust6233
ORD0551,2024-09-22,Kopi Bubuk 200g,Makanan,29000.0,7.0,Jakarta,Cust9776
ORD0463,2024-03-23,Rak Buku Mini,Rumah Tangga,102000.0,1.0,Kediri,Cust4664
ORD0202,2024-03-27,Keripik Singkong,Makanan,23000.0,2.0,Medan,Cust2134
ORD0313,2024-11-29,Sepatu Sneakers,Fashion,311000.0,2.0,Kediri,Cust9589
ORD0291,2024-12-11,Kopi Bubuk 200g,Makanan,30000.0,3.0,Bandung,Cust7429
ORD0190,2024-06-29,Headset Bluetooth,Elektronik,226000.0,5.0,Makassar,Cust1042
ORD0113,2024-07-12,Kabel Data USB-C,Elektronik,29000.0,4.0,Makassar,Cust5652
ORD0184,2024-06-29,Wajan Anti Lengket,Rumah Tangga,144000.0,4.0,Jakarta,Cust5146
ORD0153,2024-03-14,Keripik Singkong,Makanan,13000.0,1.0,Bandung,Cust5992
ORD0326,2024-04-15,Kemeja Flanel,Fashion,141000.0,7.0,Yogyakarta,Cust9826
ORD0045,2024-08-25,Kaos Polos,Fashion,,5.0,Surabaya,Cust6609
ORD0445,2024-12-22,Kabel Data USB-C,Elektronik,28000.0,6.0,Surabaya,Cust6571
ORD0007,2024-05-18,Sepatu Sneakers,Fashion,297000.0,3.0,Kediri,Cust2646
ORD0251,2024-02-28,Tas Ransel,Fashion,112000.0,2.0,Kediri,Cust1959
ORD0076,2024-05-08,Smartwatch,Elektronik,328000.0,1.0,Medan,Cust6091
ORD0513,2024-04-24,Kopi Bubuk 200g,Makanan,28000.0,7.0,Surabaya,Cust2153
ORD0392,2024-01-12,Tas Ransel,Fashion,115000.0,6.0,Makassar,Cust6303
ORD0433,2024-01-14,Kopi Bubuk 200g,Makanan,29000.0,4.0,Bandung,Cust2840
ORD0069,2024-06-22,Sepatu Sneakers,Fashion,288000.0,3.0,Yogyakarta,Cust2163
ORD0168,2024-04-26,Tas Ransel,Fashion,115000.0,3.0,Semarang,Cust9597
ORD0555,2024-07-02,Madu Hutan 250ml,Makanan,94000.0,2.0,Bandung,Cust7050
ORD0367,2024-04-24,Smartwatch,Elektronik,,4.0,Surabaya,Cust5053
ORD0346,2024-01-10,Kemeja Flanel,Fashion,162000.0,3.0,Surabaya,Cust2321
ORD0585,2024-03-02,Power Bank 10000mAh,Elektronik,197000.0,3.0,Makassar,Cust3618
ORD0536,2024-12-28,Tas Ransel,Fashion,238000.0,1.0,Surabaya,Cust7567
ORD0399,2024-02-04,Kemeja Flanel,Fashion,87000.0,3.0,Medan,Cust3750
ORD0186,2024-01-08,Smartwatch,Elektronik,266000.0,3.0,Surabaya,Cust9268
ORD0349,2024-09-26,Tas Ransel,Fashion,163000.0,3.0,Medan,Cust6287
ORD0212,2024-11-02,Rak Buku Mini,Rumah Tangga,115000.0,6.0,Makassar,Cust3282
ORD0580,2024-02-14,Sepatu Sneakers,Fashion,256000.0,1.0,Kediri,Cust5045
ORD0503,2024-12-05,Madu Hutan 250ml,Makanan,71000.0,6.0,Jakarta,Cust4284
ORD0538,2024-03-04,Sepatu Sneakers,Fashion,243000.0,1.0,Surabaya,Cust2668
ORD0197,2024-05-31,Headset Bluetooth,Elektronik,173000.0,2.0,Medan,Cust6720
ORD0176,2024-03-25,Smartwatch,Elektronik,355000.0,4.0,Kediri,Cust4749
